"name","pt1","pt2","pt3","pt4","pt5","x","y"
"point_9225","20190117T084301_20190117T084304_T37UCP","20190218T083009_20190218T083233_T36UYU","20190318T083701_20190318T083954_T37UCP","20190323T084019_20190323T084353_T37UCP","20190402T083559_20190402T083714_T37UCP",36.7089260949098,48.1773055571997
"point_9226","20190129T083209_20190129T083211_T36UYA","20190218T083009_20190218T083233_T36UYA","20190402T083559_20190402T083714_T36UYA","20190404T083111_20190404T083111_T36UYA","20190706T083611_20190706T083605_T36UYA",36.6940200993487,50.0256490067821
"point_9227","20190407T083601_20190407T083648_T36UYB","20190701T083609_20190701T084549_T36UYB","20190731T083609_20190731T083608_T36UYB","20191029T084009_20191029T084012_T36UYB","20200226T083829_20200226T083936_T36UYB",36.8579860505213,50.920008740451
"point_9228","20190621T083609_20190621T083615_T36UYC","20190706T083611_20190706T083605_T36UYC","20190815T083601_20190815T083603_T36UYC","20190820T083609_20190820T084332_T37UCT","20200725T083559_20200725T083754_T36UYC",36.8132680638379,51.7100265051918
"point_9230","20190425T084609_20190425T084941_T36UYE","20190527T083601_20190527T083603_T36UYE","20190912T084559_20190912T085446_T37UCV","20191123T084301_20191123T084306_T36UYE","20200519T084559_20200519T084934_T37UCV",36.6493021126652,53.6925239148245
"point_9231","20190422T083609_20190422T084409_T37UDV","20190830T083609_20190830T084008_T37UDV","20200413T082559_20200413T082605_T37UDV","20200620T083611_20200620T083606_T37UDV","20200727T082611_20200727T082608_T37UDV",38.5423635489311,53.6776179192634
"point_9235","20190214T085049_20190214T085047_T37UDB","20200608T084559_20200608T085154_T37UDB","20200620T083611_20200620T083606_T37UDB","20200628T084559_20200628T084601_T37UDB","20200710T083601_20200710T084056_T37UDB",38.0132007065103,55.2651064465257
"point_9236","20190415T084609_20190415T084658_T37UDB","20190520T084601_20190520T084602_T37UDB","20190619T084601_20190619T085029_T37UDB","20191123T084301_20191123T084306_T37UDB","20200713T084601_20200713T084603_T37UDB",38.5721755400533,55.5185083710652
"point_9237","20190328T084011_20190328T084013_T37VDC","20190422T083609_20190422T084409_T37VDC","20190425T084609_20190425T084941_T37VDC","20190830T083609_20190830T084008_T37VDC","20200322T083621_20200322T083621_T37VDC",38.7212354956648,56.152013182414
"point_9239","20190512T083609_20190512T083720_T37VDD","20190606T083601_20190606T083602_T37VDD","20190711T083609_20190711T083609_T37VDD","20190828T084601_20190828T084904_T37VDD","20200421T083601_20200421T083601_T37VDD",38.1175426754383,57.2476038561584
"point_9241","20190606T083601_20190606T083602_T37VDE","20200224T084941_20200224T084937_T37VDE","20200320T084639_20200320T084633_T37VDE","20200506T083559_20200506T083854_T37VDE","20200519T084559_20200519T084934_T37VDE",38.4603805733447,58.2463055587553
"point_9243","20190602T085601_20190602T085746_T37VDG","20190614T084609_20190614T085159_T37VDG","20190617T085609_20190617T090059_T37VDG","20190712T085601_20190712T085857_T37VDG","20200608T084559_20200608T085154_T37VDG",38.5200045555893,59.9604950482874
"point_9247","20190614T084609_20190614T085159_T37VEL","20190617T085609_20190617T090059_T37VEL","20190712T085601_20190712T085857_T37VEL","20190724T084609_20190724T085208_T37VEL","20200608T084559_20200608T085154_T37VEL",40.0255101072653,63.4634040051572
"point_9248","20190326T084609_20190326T084856_T37VEK","20190614T084609_20190614T085159_T37VEK","20190617T085609_20190617T090059_T37VEK","20190724T084609_20190724T085208_T37VEK","20200608T084559_20200608T085154_T37VEK",39.9509801294596,62.7181042270998
"point_9249","20190515T084609_20190515T085208_T37VEJ","20190607T085609_20190607T090034_T37VEJ","20190619T084601_20190619T085029_T37VEJ","20200527T085601_20200527T085601_T37VEJ","20200608T084559_20200608T085154_T37VEJ",39.995698116143,61.7641205111863
"point_9250","20190403T090021_20190403T090019_T37VEH","20190701T083609_20190701T083608_T37VEH","20190726T083611_20190726T083840_T37VEH","20190818T084601_20190818T085006_T37VEH","20190912T084559_20190912T085250_T37VEH",39.8764501516538,60.9890087420066
"point_9252","20190616T083601_20190616T084207_T37VEF","20190619T084601_20190619T085029_T37VEF","20190714T084609_20190714T085208_T37VEF","20190830T083609_20190830T084008_T37VEF","20200509T084559_20200509T085153_T37VEF",39.8764501516538,59.0065113323739
"point_9254","20190422T083609_20190422T084409_T37VED","20190608T082609_20190608T083224_T37VED","20190911T082601_20190911T083052_T37VED","20191123T084301_20191123T084306_T37VED","20200426T083559_20200426T084008_T37VED",40.2043820539991,57.1134498961081
"point_9255","20190726T083611_20190726T083840_T37VEC","20190807T082609_20190807T082757_T37VEC","20190815T083601_20190815T083603_T37VEC","20191123T084301_20191123T084306_T37VEC","20200122T084241_20200122T084258_T37VEC",39.8466381605315,56.2787141446838
"point_9258","20190527T083601_20190527T083603_T37UEA","20190613T082611_20190613T083046_T37UEA","20190726T083611_20190726T083840_T37UEA","20190807T082609_20190807T082757_T37UEA","20190906T082609_20190906T083440_T37UEA",39.8168261694092,54.6688666240797
"point_9260","20190313T083739_20190313T083842_T37UEU","20190613T082611_20190613T083046_T37UEU","20190825T083601_20190825T083616_T37UEU","20191011T082851_20191011T082852_T37UEU","20200727T082611_20200727T082608_T37UEU",39.5187062581863,52.6714632188859
"point_9261","20190603T082601_20190603T082604_T37UFU","20190620T081611_20190620T082150_T37UFU","20190814T081609_20190814T081909_T37UFU","20190913T081609_20190913T082417_T37UFU","20200724T081611_20200724T082516_T37UFU",41.501203667819,52.686369214447
"point_9262","20190521T081611_20190521T081859_T37UFV","20190620T081611_20190620T082150_T37UFV","20190703T082611_20190703T083219_T37UFV","20190807T082609_20190807T082757_T37UFV","20191011T082851_20191011T082852_T37UFV",41.1881777610349,53.5658229525548
"point_9263","20190603T082601_20190603T082604_T37UFA","20190613T082611_20190613T083046_T37UFA","20190625T081609_20190625T082241_T37UFA","20191013T081859_20191013T081900_T37UFA","20200604T081611_20200604T081609_T37UFA",41.501203667819,54.5049006729071
"point_9266","20190302T081841_20190302T082238_T38VLJ","20190419T082609_20190419T083353_T38VLJ","20190504T082611_20190504T083011_T38VLJ","20191028T082041_20191028T082039_T38VLJ","20191227T082341_20191227T082338_T38VLJ",42.9918032239338,57.2476038561584
"point_9268","20190511T081611_20190511T081759_T38UMG","20191008T081831_20191008T081828_T38UMG","20200222T080931_20200222T080934_T38UMG","20200430T081559_20200430T082203_T38UMG","20200517T080609_20200517T080606_T38UMG",44.3333428244371,55.5781323533098
"point_9269","20190411T081611_20190411T082314_T38UMF","20190416T081609_20190416T082256_T38UMF","20190826T080611_20190826T080637_T38UMF","20191107T082141_20191107T082245_T38UMF","20200719T081609_20200719T081640_T38UMF",44.1097528910199,54.5198066684682
"point_9270","20190119T083259_20190119T083257_T38VMH","20190501T081611_20190501T081607_T38VMH","20190620T081611_20190620T082150_T38VMH","20190814T081609_20190814T081909_T38VMH","20200609T081609_20200609T082354_T38VMH",43.9905049265307,56.2489021535614
"point_9271","20190913T081609_20190913T081603_T38VLK","20200413T082559_20200413T082605_T38VLK","20200531T083611_20200531T083624_T38VLK","20200624T081611_20200624T081706_T38VLK","20200627T082611_20200627T082607_T38VLK",42.9321792416892,58.112151598705
"point_9272","20190504T082611_20190504T083011_T38VLL","20190608T082609_20190608T083224_T38VLL","20190616T083601_20190616T084207_T38VLL","20190726T083611_20190726T083840_T38VLL","20200508T082611_20200508T082624_T38VLL",42.9619912328115,58.9468873501293
"point_9273","20190502T083609_20190502T084027_T38VLM","20190527T083601_20190527T083603_T38VLM","20190616T083601_20190616T084207_T38VLM","20190830T083609_20190830T084008_T38VLM","20190911T082601_20190911T083052_T38VLM",42.9768972283726,59.7816231015536
"point_9274","20190502T083609_20190502T084027_T37VFG","20190726T083611_20190726T083840_T37VFG","20190830T083609_20190830T084008_T38VLM","20190911T082601_20190911T083052_T38VLM","20200423T082559_20200423T082556_T38VLM",42.2763154369987,59.9157770616039
"point_9275","20190429T082609_20190429T082826_T37VFH","20190502T083609_20190502T084027_T37VFH","20190515T084609_20190515T085208_T37VFH","20190911T082601_20190911T083052_T37VFH","20200423T082559_20200423T082556_T37VFH",42.1570674725095,60.8250427908339
"point_9276","20190502T083609_20190502T084027_T37VFJ","20190830T083609_20190830T084008_T37VFJ","20191002T084759_20191002T085210_T38VLP","20200110T085229_20200110T085232_T38VLP","20200521T083611_20200521T083606_T37VFJ",42.1570674725095,61.8088384978697
"point_9278","20190408T085559_20190408T085559_T37VFL","20190502T083609_20190502T084027_T37VFL","20190616T083601_20190616T084207_T37VFL","20190619T084601_20190619T085029_T38VLR","20200728T084559_20200728T084753_T37VFL",41.9931015213369,63.4186860184737
"point_9279","20190316T084719_20190316T084715_T38VMQ","20190713T082611_20190713T082607_T38VMQ","20190912T084559_20190912T084559_T38VMQ","20200226T083829_20200226T083936_T38VMQ","20200509T084559_20200509T085153_T38VMQ",44.0501289087753,62.7181042270998
"point_9280","20190422T083609_20190422T083606_T38VMP","20191026T082939_20191026T082935_T38VMP","20200226T083829_20200226T083936_T38VMP","20200423T082559_20200423T082556_T38VMP","20200615T083559_20200615T083656_T38VMP",44.124658886581,61.7044965289417
"point_9282","20190222T080939_20190222T080938_T38VNL","20190501T081611_20190501T081607_T38VNL","20190901T082601_20190901T082602_T38VNL","20200624T081611_20200624T081706_T38VNL","20200721T080611_20200721T080730_T38VNL",45.9580963406023,59.0065113323739
"point_9283","20190314T080709_20190314T080907_T38VNK","20190329T080611_20190329T081207_T38VNK","20190423T080619_20190423T080613_T38VNK","20190913T081609_20190913T081603_T38VNK","20200706T080609_20200706T080814_T38VNK",46.1667802784584,58.0376216208992
"point_9286","20190307T081809_20190307T082408_T38VNH","20190610T081611_20190610T081757_T38VNH","20190615T081609_20190615T081610_T38VNH","20200609T081609_20200609T082354_T38VNH","20200616T080609_20200616T080609_T38VNH",45.4661984870844,56.3830561136118
"point_9289","20190210T082101_20190210T082058_T38UNF","20190622T080619_20190622T080614_T38UNF","20190725T081609_20190725T082353_T38UNF","20200301T081749_20200301T082140_T38UNF","20200616T080609_20200616T080609_T38UNF",45.7494124027462,54.489994677346
"point_9292","20190722T080619_20190722T080615_T38ULD","20190730T081611_20190730T082509_T37UGU","20200222T080931_20200222T081441_T37UGU","20200609T081609_20200609T082354_T37UGU","20200724T081611_20200724T082516_T37UGU",43.0812391973007,52.7310872011305
"point_9293","20190421T081611_20190421T082000_T37UGV","20190511T081611_20190511T081759_T37UGV","20190605T081609_20190605T082136_T37UGV","20190804T081609_20190804T082330_T37UGV","20190814T081609_20190814T081909_T38ULE",42.8427432683223,53.6701649214828
"point_9294","20190324T080609_20190324T081236_T37UGT","20190826T080611_20190826T080637_T37UGT","20190920T080609_20190920T081423_T38ULC","20200222T080931_20200222T081441_T37UGT","20200525T081611_20200525T081746_T37UGT",42.8576492638835,51.8665394585839
"point_9295","20190324T080609_20190324T081236_T37UGS","20190401T081601_20190401T081628_T38ULB","20190722T080619_20190722T080615_T38ULB","20191013T081859_20191013T081900_T37UGS","20200517T080609_20200517T080606_T38ULB",42.8576492638835,50.9274617382315
"point_9297","20181229T081331_20181229T081331_T38UMC","20190826T080611_20190826T080637_T38UMC","20191020T080949_20191020T081222_T38UMC","20200616T080609_20200616T080609_T38UMC","20200716T080609_20200716T081121_T38UMC",44.4674967844875,51.7920094807781
"point_9300","20181129T090319_20181129T090320_T35UQU","20190913T090551_20190913T090914_T35UQU","20200512T085559_20200512T090444_T36UUD","20200609T090601_20200609T090915_T36UUD","20200721T085559_20200721T090321_T35UQU",30.9477588105261,52.6714632188859
"point_9301","20180511T090601_20180511T090556_T36UUE","20190428T085559_20190428T090416_T36UUE","20190715T090601_20190715T090914_T35UQV","20190913T090551_20190913T090914_T35UQV","20200609T090601_20200609T090915_T35UQV",30.8881348282815,53.580728948116
"point_9303","20190319T080641_20190319T081002_T38UPE","20190420T075619_20190420T080031_T38UPE","20190724T075611_20190724T080349_T38UPE","20190816T080611_20190816T081333_T38UPE","20190818T075619_20190818T075723_T38UPE",47.2698239499833,53.6254469347994
"point_9305","20190219T075959_20190219T080315_T38UPG","20190525T075611_20190525T080347_T38UPG","20190712T080619_20190712T080818_T38UPG","20191204T081311_20191204T081314_T38UPG","20200611T080611_20200611T081109_T38UPG",47.1803879766164,55.4141664021372
"point_9308","20190307T081809_20190307T081807_T38VPJ","20190401T081601_20190401T081628_T38VPJ","20200512T080611_20200512T081107_T38VPJ","20200525T081611_20200525T081746_T38VPJ","20200724T081611_20200724T081630_T38VPJ",47.1505759854941,57.2326978605972
"point_9309","20190307T081809_20190307T081807_T38VPK","20190319T080641_20190319T081002_T38VPK","20190401T081601_20190401T081628_T38VPK","20200614T081611_20200614T082228_T38VPK","20200626T080609_20200626T080757_T38VPK",47.1505759854941,58.1419635898273
"point_9310","20190531T081611_20190531T081627_T38VPL","20190910T080609_20190910T080813_T38VPL","20190913T081609_20190913T081603_T38VPL","20200113T081301_20200113T081303_T38VPL","20200512T080611_20200512T081107_T38VPL",47.240011958861,58.9617933456904
"point_9311","20190302T081841_20190302T082238_T38VPM","20200510T081559_20200510T082220_T38VPM","20200616T080609_20200616T080609_T38VPM","20200624T081611_20200624T081706_T38VPM","20200706T080609_20200706T080814_T38VPM",47.1505759854941,59.8412470837982
"point_9312","20190319T080641_20190319T081002_T39VUF","20190331T075609_20190331T075752_T39VUF","20200325T075609_20200325T080319_T39VUF","20200708T075611_20200708T080203_T39VUF","20200711T080611_20200711T081106_T39VUF",48.9243894572708,59.021417327935
"point_9313","20190224T075921_20190224T075916_T39VUE","20190515T075611_20190515T080148_T39VUE","20190530T075619_20190530T080326_T39VUE","20190823T075611_20190823T075643_T39VUE","20200626T080609_20200626T080757_T39VUE",48.9691074439542,58.2761175498776
"point_9314","20190425T075611_20190425T080213_T39VUG","20190530T075619_20190530T075617_T39VUG","20190531T081611_20190531T081627_T39VUG","20200626T080609_20200626T080757_T39VUG","20200711T080611_20200711T081106_T39VUG",48.9691074439542,59.8561530793593
"point_9315","20190316T075651_20190316T075944_T39VVF","20190331T075609_20190331T075752_T39VVF","20190413T080609_20190413T080846_T39VVF","20190823T075611_20190823T075643_T39VVF","20200711T080611_20200711T081106_T39VVF",50.2063050755295,59.0065113323739
"point_9316","20190413T080609_20190413T080846_T39VVE","20190515T075611_20190515T080148_T39VVE","20190823T075611_20190823T075643_T39VVE","20200711T080611_20200711T081106_T39VVE","20200723T075609_20200723T080317_T39VVE",49.95290315099,58.0525276164604
"point_9317","20190425T075611_20190425T080213_T39VVD","20190530T075619_20190530T080326_T39VVD","20190823T075611_20190823T075643_T39VVD","20200322T074609_20200322T074652_T39VVD","20200630T074619_20200630T074747_T39VVD",50.1913990799684,57.1283558916692
"point_9318","20190219T075959_20190219T080315_T39VVC","20190505T075611_20190505T075613_T39VVC","20200516T074621_20200516T075206_T39VVC","20200608T075621_20200608T080252_T39VVC","20200710T074619_20200710T074613_T39VVC",50.5044249867525,56.3681501180506
"point_9319","20181216T080331_20181216T080325_T39UVB","20190125T080221_20190125T080215_T39UVB","20190606T074619_20190606T075408_T39UVB","20190629T075619_20190629T080033_T39UVB","20190825T074619_20190825T074942_T39UVB",50.0721511154792,55.5930383488709
"point_9320","20190510T075619_20190510T080413_T39UVB","20190724T075611_20190724T080349_T39UVB","20200511T074609_20200511T074610_T39UVB","20200519T075611_20200519T080012_T39UVB","20200710T074619_20200710T074613_T39UVB",50.5342369778748,55.3694484154537
"point_9321","20190813T075611_20190813T075612_T39UVA","20190907T075609_20190907T075611_T39UVA","20190919T074611_20190919T074908_T39UVA","20200713T075609_20200713T075928_T39UVA","20200715T074621_20200715T074616_T39UVA",50.0721511154792,54.5049006729071
"point_9324","20190331T075609_20190331T075752_T39VVH","20190401T081601_20190401T081628_T39VVH","20190531T081611_20190531T081627_T39VVH","20200512T080611_20200512T081107_T39VVH","20200629T081609_20200629T082209_T39VVH",49.95290315099,60.7654188085894
"point_9328","20190307T081809_20190307T081807_T39VVL","20200207T081019_20200207T081013_T39VVL","20200513T082559_20200513T083158_T39VVL","20200614T081611_20200614T081609_T39VVL","20200711T080611_20200711T081106_T39VVL",49.7591252086951,63.4037800229126
"point_9329","20190531T081611_20190531T081627_T39VVL","20190819T081611_20190819T081606_T39VVL","20200606T080609_20200606T080814_T39VVL","20200614T081611_20200614T081609_T39VVL","20200626T080609_20200626T080757_T39VVL",50.5044249867525,63.5677459740852
"point_9330","20190413T080609_20190413T080846_T39WVM","20200513T082559_20200513T082601_T39WVM","20200602T082609_20200602T082925_T39WVM","20200614T081611_20200614T081609_T39WVM","20200626T080609_20200626T080757_T39WVM",50.1615870888461,64.3577637388261
"point_9333","20190508T080611_20190508T080610_T39VWJ","20190704T075611_20190704T075614_T39VWJ","20190707T080611_20190707T080857_T39VWJ","20190902T075611_20190902T075609_T39VWJ","20190905T080611_20190905T080606_T39VWJ",52.1589904940399,61.6895905333806
"point_9334","20190304T080829_20190304T081053_T39VWH","20190530T075619_20190530T075617_T39VWH","20190704T075611_20190704T075614_T39VWH","20190902T075611_20190902T075609_T39VWH","20191012T075851_20191012T080035_T39VWH",51.8459645872558,60.7952307997117
"point_9338","20190304T080829_20190304T081053_T39VVE","20190413T080609_20190413T080846_T39VVE","20200125T080119_20200125T080116_T39VVE","20200512T080611_20200512T081107_T39VVE","20200618T075621_20200618T080310_T39VVE",50.5938609601194,58.1717755809496
"point_9339","20200409T075611_20200409T075607_T39VWD","20200514T075609_20200514T080021_T39VWD","20200608T075621_20200608T080252_T39VWD","20200710T074619_20200710T074613_T39VWD","20200725T074621_20200725T074617_T39VWD",51.8459645872558,57.2625098517195
"point_9343","20190728T073621_20190728T074355_T39UWT","20190926T073651_20190926T073645_T39UWT","20191210T074219_20191210T074216_T39UWT","20200722T073621_20200722T074239_T39UWT","20200725T074621_20200725T074617_T39UWT",51.8161525961335,51.881445454145
"point_9344","20190514T073619_20190514T073823_T39UVT","20190522T074621_20190522T074818_T39UVT","20190911T073619_20190911T074438_T39UVT","20200309T073729_20200309T074425_T39UVT","20200516T074621_20200516T075206_T39UVT",50.5193309823136,51.881445454145
"point_9345","20190509T073621_20190509T074354_T39UVS","20190522T074621_20190522T074818_T39UVS","20190802T073619_20190802T073620_T39UVS","20190817T073621_20190817T073854_T39UVS","20200516T074621_20200516T075206_T39UVS",50.4895189911913,51.0616156982819
"point_9346","20190323T074611_20190323T075330_T39UVR","20190509T073621_20190509T074354_T39UVR","20190514T073619_20190514T073823_T39UVR","20190522T074621_20190522T074818_T39UVR","20190721T074621_20190721T075336_T39UVR",50.2212110710907,49.86913605339
"point_9348","20190411T072619_20190411T073434_T39UWR","20190414T073619_20190414T073736_T39UWR","20190625T072621_20190625T072956_T39UWR","20190926T073651_20190926T074528_T39UWR","20200405T072609_20200405T073256_T39UWR",51.8906825739393,50.062913995685
"point_9349","20190304T071801_20190304T071802_T41VNG","20200507T071621_20200507T072135_T41VNG","20200608T070629_20200608T070623_T41VNG","20200708T070629_20200708T070623_T41VNG","20200726T071621_20200726T072016_T41VNG",63.8900090006636,59.8412470837982
"point_9351","20190422T065629_20190422T065740_T40UGD","20200327T065619_20200327T065928_T40UGD","20200409T070619_20200409T071305_T40UGD","20200519T070619_20200519T070621_T40UGD","20200725T065629_20200725T070120_T40UGD",60.8789978973117,52.5074972677132
"point_9352","20190527T065631_20190527T065730_T41UMT","20190706T065631_20190706T065757_T41UMT","20190904T065621_20190904T065622_T41UMT","20200501T065631_20200501T065824_T41UMT","20200720T065631_20200720T065851_T41UMT",62.2503494889373,51.8218214719004
"point_9354","20190410T070621_20190410T070721_T41UMA","20190624T070629_20190624T070629_T41UMA","20200610T065631_20200610T065646_T41UMA","20200618T070629_20200618T070623_T41UMA","20200728T070629_20200728T071119_T41UMA",62.3695974534265,54.6241486373962
"point_9355","20190321T070621_20190321T070923_T41UMB","20190601T065629_20190601T065825_T41UMB","20190731T065629_20190731T065739_T41UMB","20190823T070629_20190823T071314_T41UMB","20200416T065619_20200416T070058_T41UMB",62.3099734711819,55.4588843888205
"point_9356","20190201T070119_20190201T070200_T41VMC","20190206T070051_20190206T070048_T41VMC","20190624T070629_20190624T070629_T41VMC","20190719T070631_20190719T071006_T41VMC","20200409T070619_20200409T071305_T41VMC",62.3994094445488,56.2936201402448
"point_9357","20190624T070629_20190624T070629_T41VMD","20190917T070621_20190917T070747_T41VMD","20200507T071621_20200507T072135_T41VMD","20200527T071621_20200527T072021_T41VMD","20200718T070619_20200718T070622_T41VMD",62.518657409038,57.1879798739137
"point_9358","20190528T071629_20190528T071625_T41VME","20190609T070621_20190609T070941_T41VME","20190719T070631_20190719T071006_T41VME","20191007T070751_20191007T070751_T41VME","20200219T070929_20200219T070932_T41VME",62.3099734711819,58.1717755809495
"point_9360","20200515T072619_20200515T072614_T41VMH","20200527T071621_20200527T072021_T41VMH","20200706T071621_20200706T072026_T41VMH","20200726T071621_20200726T072016_T41VMH","20200729T072621_20200729T072939_T41VMH",62.2503494889373,60.8548547819562
"point_9363","20190422T065629_20190422T065740_T42VVM","20190529T064629_20190529T064632_T42VVM","20190606T065621_20190606T065758_T42VVM","20200312T065651_20200312T065750_T42VVM","20200627T064631_20200627T064926_T42VVM",67.9295337977348,59.8263410882369
"point_9364","20190716T065631_20190716T065721_T42VVL","20190805T065631_20190805T065843_T42VVL","20190820T065629_20190820T065815_T42VVL","20200610T065631_20200610T065646_T42VVL","20200615T065629_20200615T070022_T42VVL",67.6537728798535,58.9096223612263
"point_9372","20190330T064629_20190330T065002_T42WWS","20191004T065731_20191004T065725_T42WWS","20200324T064619_20200324T064622_T42WWS","20200523T064629_20200523T064805_T42WWS","20200722T064629_20200722T064811_T42WWS",70.217604116371,64.3652167366066
"point_9373","20190410T070621_20190410T070721_T42VWR","20191004T065731_20191004T065725_T42VWR","20200416T065619_20200416T070058_T42VWR","20200610T065631_20200610T065646_T42VWR","20200615T065629_20200615T070022_T42VWR",70.0983561518818,63.4708570029377
"point_9375","20190407T065621_20190407T065916_T42VXR","20190501T063631_20190501T064125_T42VXR","20191008T063751_20191008T063920_T42VXR","20200615T065629_20200615T070022_T42VXR","20200722T064629_20200722T064811_T42VXR",72.125571548198,63.4410450118154
"point_9377","20190504T064631_20190504T065026_T42VWL","20190516T063639_20190516T064206_T42VWL","20190703T064631_20190703T064850_T42VWL","20190715T063639_20190715T063634_T42VWL","20190817T064629_20190817T064630_T42VWL",69.9642021918315,59.0437763212767
"point_9379","20190305T064741_20190305T064741_T42VWJ","20190610T063631_20190610T063628_T42VWJ","20190630T063631_20190630T064126_T42VWJ","20200604T063631_20200604T063744_T42VWJ","20200607T064631_20200607T064858_T42VWJ",70.0536381651984,57.2848688450612
"point_9380","20190128T063121_20190128T063124_T42VWH","20190622T062639_20190622T062643_T42VWH","20190630T063631_20190630T064126_T42VWH","20200412T062631_20200412T062627_T42VWH","20200425T063631_20200425T064117_T42VWH",70.1877921252487,56.3159791335865
"point_9381","20190511T063631_20190511T064338_T42UWG","20190824T063629_20190824T063916_T42UWG","20190908T063631_20190908T063715_T42UWG","20200412T062631_20200412T062627_T42UWG","20200425T063631_20200425T064117_T42UWG",69.8896722140258,55.2427474531839
"point_9382","20181220T065259_20181220T065301_T42UVG","20190416T063629_20190416T063631_T42UVG","20190501T063631_20190501T064125_T42UVG","20190703T064631_20190703T064850_T42UVG","20190817T064629_20190817T064630_T42UVG",68.4437906445944,55.205482464281
"point_9384","20190412T065629_20190412T065627_T42VUJ","20190708T064639_20190708T064633_T42VUJ","20190822T064631_20190822T064955_T42VUJ","20190825T065621_20190825T065624_T42VUJ","20191009T065759_20191009T065759_T42VUJ",66.9010201040156,57.1581678827914
"point_9385","20190330T064629_20190330T065002_T42VUH","20190412T065629_20190412T065627_T42VUH","20190621T065629_20190621T070122_T42VUH","20190901T064621_20190901T065257_T42VUH","20200418T064621_20200418T064624_T42VUH",66.8861141084544,56.2339961580002
"point_9388","20190610T063631_20190610T063628_T42VVJ","20190618T064629_20190618T064631_T42VVJ","20190715T063639_20190715T063634_T42VVJ","20190817T064629_20190817T064630_T42VVJ","20190903T063629_20190903T063628_T42VVJ",67.8848158110513,57.113449896108
"point_9391","20190415T070629_20190415T070626_T41VPD","20190609T070621_20190609T070941_T41VPD","20190621T065629_20190621T070122_T41VPD","20190825T065621_20190825T065624_T41VPD","20200615T065629_20200615T070022_T41VPD",65.1197536344583,57.2326978605971
"point_9392","20190425T070629_20190425T070628_T41VPE","20190609T070621_20190609T070941_T41VPE","20190624T070629_20190624T070629_T41VPE","20190820T065629_20190820T065815_T41VPE","20191007T070751_20191007T070751_T41VPE",65.1346596300195,57.9929036342157
"point_9395","20190520T070631_20190520T070625_T41VND","20190624T070629_20190624T070629_T41VND","20190904T065621_20190904T065622_T41VND","20191007T070751_20191007T070751_T41VND","20200610T065631_20200610T065646_T41VND",64.4042658475232,57.2252448628166
"point_9396","20190410T070621_20190410T070721_T41VNC","20190425T070629_20190425T070628_T41VNC","20190808T070631_20190808T070943_T41VNC","20200416T065619_20200416T070058_T41VNC","20200603T070631_20200603T071221_T41VNC",64.3222828719369,56.3234321313671
"point_9397","20190507T065631_20190507T065814_T41UNB","20190621T065629_20190621T070122_T41UNB","20190731T065629_20190731T065739_T41UNB","20200501T065631_20200501T065824_T41UNB","20200615T065629_20200615T070022_T41UNB",64.1434109252031,55.4290723976982
"point_9398","20190228T064819_20190228T065259_T41UNA","20190303T065809_20190303T065804_T41UNA","20190527T065631_20190527T065730_T41UNA","20200403T064619_20200403T064852_T41UNA","20200610T065631_20200610T065646_T41UNA",64.2701118874729,54.7359436041049
"point_9399","20190107T070251_20190107T070250_T41UNA","20190621T065629_20190621T070122_T41UNA","20190904T065621_20190904T065622_T41UNA","20191019T065909_20191019T065907_T41UNA","20200610T065631_20200610T065646_T41UNA",63.7484020428327,54.4750886817848
"point_9402","20190408T071619_20190408T071806_T40UEE","20190411T072619_20190411T073434_T40UEE","20190506T072621_20190506T073100_T40UEE","20190612T071621_20190612T071851_T40UEE","20190717T071629_20190717T071625_T40UEE",57.5400548916145,53.6254469347993
"point_9403","20190320T073621_20190320T073617_T40UCE","20190404T073619_20190404T073615_T39UYV","20190908T072619_20190908T073058_T40UCE","20200423T073611_20200423T073618_T39UYV","20200513T073621_20200513T074156_T39UYV",54.7675397172409,53.6254469347993
"point_9404","20190615T072621_20190615T072619_T40VDH","20190718T073621_20190718T074305_T40VDH","20190908T072619_20190908T073058_T40VDH","20190916T073611_20190916T074259_T40VDH","20200505T072609_20200505T072612_T40VDH",56.079267326622,56.3383381269283
"point_9406","20190212T072021_20190212T072021_T40VEJ","20190523T071621_20190523T071620_T40VEJ","20190814T072621_20190814T072619_T40VEJ","20200407T071611_20200407T071614_T40VEJ","20200724T072619_20200724T072617_T40VEJ",57.897798785082,57.1432618872303
"point_9407","20190603T073619_20190603T073620_T40VEK","20190615T072621_20190615T072619_T40VEK","20200528T073619_20200528T073707_T40VEK","20200712T073621_20200712T074155_T40VEK","20200724T072619_20200724T072617_T40VEK",57.689114847226,58.0376216208992
"point_9409","20190509T073621_20190509T073616_T40VDP","20190522T074621_20190522T074818_T40VDP","20190616T074619_20190616T074619_T40VDP","20200304T073801_20200304T073804_T40VDP","20200516T074621_20200516T075206_T40VDP",56.3475752467226,61.644872546697
"point_9412","20190206T061029_20190206T061136_T43VEC","20190510T061639_20190510T061739_T43VEC","20190709T061639_20190709T061740_T43VEC","20190818T061639_20190818T062211_T43VEC","20200703T061629_20200703T061856_T43VEC",75.993677396316,56.3383381269283
"point_9415","20190603T055649_20190603T055643_T45VUJ","20190615T054641_20190615T054851_T45VUJ","20190802T055649_20190802T060106_T44VPP","20200210T054951_20200210T054952_T44VPP","20200513T055641_20200513T055640_T45VUJ",84.1323509727029,61.7044965289417
